CDL,lon,lat,scl,coastal,blue,green,red,rededge1,rededge2,rededge3,nir,nir08,nir09,swir16,swir22,bbox,year,tile,scene_date
Fallow/Idle Cropland,-90.57004154500375,35.56126133901844,5,984,1178,1472,1794,2082,2231,2368,2402,2580,2620,3922,3629,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56970822313448,35.56124603453113,5,1003,1228,1540,1900,2193,2330,2489,2464,2670,2745,4028,3738,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56937490139896,35.561230729105205,5,1003,1208,1512,1852,2191,2331,2473,2476,2721,2745,4049,3759,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.5690415797972,35.56121542274063,5,925,1252,1556,1954,2286,2396,2532,2522,2725,2873,4143,3838,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56870825832921,35.561200115437416,5,925,1018,1300,1594,2102,2573,2755,3010,3244,2873,3976,3251,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56837493699501,35.56118480719561,5,639,665,866,1108,1439,1919,2049,2120,2488,2601,3359,2297,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56804161579458,35.56116949801522,5,639,628,836,1142,1430,1750,1930,1936,2220,2601,3368,2272,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56770829472795,35.56115418789616,5,554,612,821,1146,1475,1681,1950,1928,2196,2272,3417,2277,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56737497379513,35.56113887683847,5,554,612,828,1142,1474,1669,1867,1942,2208,2272,3445,2324,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56704165299611,35.56112356484215,5,544,577,798,1096,1424,1617,1792,1899,2189,2277,3438,2354,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.5667083323309,35.56110825190725,5,544,563,786,1124,1425,1680,1846,1901,2164,2277,3491,2353,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56637501179954,35.561092938033674,5,522,610,818,1156,1471,1688,1855,1926,2172,2253,3473,2343,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56604169140199,35.56107762322151,5,522,632,822,1142,1469,1654,1871,1927,2167,2253,3487,2359,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.5657083711383,35.56106230747074,5,507,590,811,1128,1477,1661,1849,1952,2225,2269,3517,2380,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56537505100843,35.56104699078133,5,507,576,785,1110,1401,1637,1785,1966,2142,2269,3468,2352,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56504173101246,35.56103167315331,5,502,626,778,1098,1462,1641,1830,1926,2105,2265,3432,2268,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56470841115032,35.56101635458667,5,502,592,778,1112,1447,1661,1849,1934,2173,2265,3429,2289,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56437509142208,35.561001035081425,5,589,602,776,1080,1404,1615,1827,1910,2336,2394,3508,2457,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Developed/Open Space,-90.56404177182772,35.56098571463755,5,589,970,1490,1484,2043,2763,2918,3472,3177,2394,3874,2945,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56370845236724,35.560970393255026,5,549,528,682,906,1196,1393,1473,1736,1844,2127,3039,2072,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56337513304065,35.56095507093397,5,549,524,714,884,1184,1427,1610,1661,1791,2127,2989,2047,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56304181384799,35.56093974767425,5,489,510,681,864,1156,1364,1529,1646,1882,1885,3034,2089,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56270849478923,35.560924423475925,5,471,544,730,948,1189,1440,1581,1762,1979,1893,3106,2118,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.5623751758644,35.560909098338946,5,471,518,679,916,1219,1499,1637,1774,2014,1893,3078,2078,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56204185707351,35.560893772263405,5,467,552,718,904,1228,1497,1696,1750,1943,1906,3015,2070,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56170853841655,35.56087844524923,5,467,550,697,930,1204,1423,1659,1711,1896,1906,2997,2072,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56137521989353,35.560863117296456,5,575,562,710,948,1243,1586,1902,1742,2107,2827,2881,1953,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56104190150447,35.560847788405056,5,575,525,730,926,1190,1446,1701,1672,2060,2827,2771,1935,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56070858324938,35.56083245857505,5,574,512,702,936,1073,1280,1420,1646,1783,2827,2614,1759,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56037526512826,35.56081712780644,5,574,539,706,874,1098,1431,1537,1675,1845,2827,2689,1801,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56004194714112,35.56080179609918,5,547,536,708,858,1047,1786,2028,1820,2308,3035,2571,1668,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.55970862928797,35.56078646345336,4,547,466,678,629,1034,2322,2960,3050,3103,3035,2412,1684,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55937531156881,35.56077112986892,5,584,667,794,968,1205,1411,1553,1572,1680,2650,2750,2606,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55904199398366,35.560755795345884,5,584,664,824,1024,1254,1490,1541,1500,1787,2650,2854,2658,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55870867653253,35.56074045988417,5,616,720,874,1046,1341,1462,1622,1574,1805,2557,2912,2705,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.5583753592154,35.56072512348393,5,616,694,856,1014,1325,1453,1631,1570,1798,2557,2891,2743,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55804204203231,35.56070978614504,5,594,692,850,1050,1269,1478,1557,1554,1759,2496,2800,2664,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55770872498327,35.56069444786754,5,594,692,818,1022,1245,1416,1523,1550,1714,2496,2673,2526,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55737540806827,35.56067910865149,5,583,683,811,1015,1231,1376,1495,1530,1630,2437,2700,2543,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.5570420912873,35.56066376849677,5,583,660,802,1004,1228,1355,1487,1553,1689,2437,2784,2611,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55670877464041,35.56064842740348,5,595,648,840,1019,1235,1385,1556,1636,1711,2395,2874,2738,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55637545812759,35.56063308537158,5,595,636,744,944,1125,1283,1445,1434,1682,2395,2800,2693,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55604214174885,35.56061774240103,5,670,648,780,974,1172,1346,1489,1441,1625,2540,2817,2698,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55570882550418,35.56060239849193,5,670,691,875,1094,1302,1438,1514,1666,1744,2540,2860,2738,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Developed/Low Intensity,-90.55537550939361,35.56058705364422,5,755,959,1326,1448,2017,2610,2862,2812,3166,3295,3699,2914,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55504219341715,35.56057170785791,5,755,1042,1522,2138,2528,2846,3126,3333,3618,3295,4401,3317,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.5547088775748,35.560556361132974,5,747,1012,1404,2088,2535,2786,3059,3276,3608,3440,4970,3476,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Background,-90.60039335376136,35.56238255969092,4,513,510,766,469,1244,3939,4942,5280,5039,4081,2464,1276,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Woody Wetlands,-90.60006002091998,35.56236734067056,4,513,341,494,360,1074,2587,2890,2641,3586,4081,2229,1260,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Woody Wetlands,-90.5997266882116,35.56235212071159,4,580,357,550,324,1176,2841,3482,3108,3979,4775,2587,1463,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59939335563625,35.56233689981394,4,580,698,1080,790,1748,3798,4430,5088,4940,4775,3380,2179,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59906002319394,35.5623216779776,4,662,686,1024,792,1606,3840,4485,4848,4950,4797,3099,2040,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59872669088466,35.56230645520259,4,662,622,891,754,1478,3628,4321,4045,4638,4797,2770,1823,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59839335870842,35.56229123148893,4,675,642,876,717,1496,3409,3887,4132,4235,4566,2540,1468,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59806002666524,35.56227600683656,4,675,651,963,724,1569,3741,4259,4973,4581,4566,2618,1482,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59772669475511,35.56226078124558,4,693,578,853,653,1795,3820,4348,4980,4733,4863,3002,1931,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59739336297807,35.56224555471589,4,693,824,1242,1102,2131,3655,3983,4144,4388,4863,3399,2345,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.5970600313341,35.56223032724753,4,699,744,1126,959,2095,3787,4219,4732,4840,4989,3567,2257,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.5967266998232,35.56221509884053,4,699,687,1072,866,1861,4020,4681,5148,5102,4989,3450,2171,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.5963933684454,35.56219986949484,4,638,653,1050,871,1737,3493,4086,4500,4428,4395,2967,1934,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.5960600372007,35.56218463921053,4,638,736,1026,1014,1531,2977,3440,3099,3879,4395,2667,1678,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59572670608911,35.56216940798753,4,631,755,1068,1030,1509,2466,2731,2862,2866,3677,2471,1539,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59539337511065,35.56215417582589,4,631,658,983,934,1542,2549,2861,3132,3048,3677,2633,1677,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.5950600442653,35.56213894272555,4,597,588,950,952,1680,3284,3717,3812,4141,4463,3142,1834,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.5947267135531,35.56212370868655,4,597,600,925,843,1647,3387,3807,3661,4182,4463,2988,1691,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59439338297403,35.562108473708896,4,572,662,956,926,1442,3735,4357,4220,4834,4834,2766,1450,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.59406005252812,35.56209323779263,4,572,544,794,698,1364,3602,4241,3663,4568,4834,2544,1330,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.59372672221537,35.562078000937625,4,535,563,947,886,1453,3901,4669,4328,5163,5302,2779,1418,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.59339339203578,35.562062763144056,4,535,639,934,824,1399,3919,4712,4195,5251,5302,2734,1310,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.59306006198936,35.562047524411696,4,524,492,791,550,1173,3665,4443,3544,4945,5706,2484,1241,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.59272673207613,35.562032284740795,4,556,597,913,888,1306,2845,3297,3248,3824,4561,2777,1480,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.59239340229608,35.56201704413118,4,556,578,860,882,1284,2903,3472,3448,3781,4777,2627,1497,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.59206007264925,35.56200180258288,4,556,462,698,502,1253,2914,3405,2730,3962,4777,2539,1358,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.59172674313561,35.56198656009601,4,622,493,785,777,1287,2723,3325,3300,3681,4645,2722,1397,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.59139341375518,35.56197131667046,4,622,552,810,668,1171,2569,3103,3252,3617,4645,2591,1515,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.59106008450799,35.56195607230618,4,707,654,870,990,1802,2645,3180,3364,3447,3852,3518,2508,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Developed/Open Space,-90.59072675539403,35.56194082700331,4,707,580,814,748,1814,2485,2829,2974,3335,3852,3487,2365,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.5903934264133,35.56192558076175,4,582,646,950,728,1528,3098,3637,3820,4188,4035,2981,1764,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Other Hay/Non Alfalfa,-90.59006009756584,35.56191033358156,4,582,774,1002,778,1500,3317,3886,4165,4301,4035,2834,1726,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.58972676885162,35.56189508546273,4,554,584,776,540,1423,3186,3707,3601,4140,3948,2529,1410,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.58939344027065,35.56187983640524,4,554,636,935,706,1450,2871,3540,3496,3872,3948,2501,1375,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.58906011182297,35.561864586409044,4,592,528,728,660,1381,2831,3372,3352,3858,4015,2358,1296,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.58872678350856,35.56184933547426,4,592,478,864,562,1363,2985,3603,3188,3978,4015,2441,1449,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.58839345532745,35.561834083600814,4,508,470,925,717,1629,3186,3822,3940,4145,3955,2653,1537,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.58806012727965,35.561818830788674,4,508,413,786,696,1634,2985,3447,2773,4062,3955,2505,1388,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.58772679936513,35.56180357703793,4,490,431,746,558,1479,3163,3913,3572,4047,3938,2445,1292,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58739347158392,35.56178832234851,4,490,507,766,514,1206,2924,3592,3588,4004,3938,2170,1234,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.58706014393604,35.56177306672044,4,545,428,660,530,1376,2833,3454,3440,4041,3903,2144,1070,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.5867268164215,35.56175781015371,4,545,549,901,700,1427,3128,3755,3692,4364,3903,2405,1330,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.58639348904028,35.56174255264837,4,631,561,882,730,1463,2963,3541,3027,3872,4071,2672,1564,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.58606016179242,35.56172729420438,4,631,597,828,792,1357,2832,3415,3031,3846,4071,2586,1588,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.5857268346779,35.56171203482172,4,553,408,586,444,1413,2825,3291,3740,3632,4262,2650,1497,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.58539350769675,35.56169677450042,4,553,420,680,452,1266,2992,3615,3433,4003,4262,2594,1549,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.58506018084897,35.56168151324044,4,519,424,660,410,1188,2764,3385,3388,3842,4213,2673,1591,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.58472685413456,35.561666251041835,4,519,423,703,477,1313,2813,3287,3100,3814,4213,2752,1501,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.58439352755353,35.56165098790457,4,498,466,696,618,1331,2726,3168,2994,3638,4344,2690,1475,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.58406020110591,35.561635723828694,4,498,424,695,500,1222,2895,3550,3156,3806,4344,2493,1445,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.5837268747917,35.56162045881417,4,487,522,722,615,1200,2886,3543,3312,3933,4290,2544,1497,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.58339354861089,35.56160519286098,4,487,482,762,618,1222,2846,3448,3524,3886,4290,2629,1460,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.58306022256349,35.56158992596916,4,497,414,614,498,1136,2751,3279,3656,3868,4399,2442,1257,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.58272689664952,35.56157465813872,4,497,460,716,619,1231,2929,3518,3352,4011,4399,2473,1386,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.58239357086899,35.56155938936957,4,549,504,800,673,1205,3009,3672,3648,4140,4143,2486,1436,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.5820602452219,35.561544119661875,4,549,379,659,443,1118,2487,3031,3042,3551,4143,2605,1616,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.58172691970826,35.56152884901548,4,523,512,870,730,1358,3020,3600,3488,4038,4264,2651,1610,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.58139359432808,35.56151357743044,4,523,469,764,604,1374,3016,3555,3344,3922,4264,2268,1248,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.58106026908138,35.56149830490677,4,486,479,790,684,1288,3092,3717,3408,3978,4069,2228,1265,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.58072694396813,35.561483031444475,4,486,371,582,410,963,2706,3349,3024,3636,4069,1942,1058,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.58039361898837,35.56146775704352,4,472,444,772,641,1165,2999,3735,3632,4188,4312,2088,1114,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.58006029414211,35.56145248170394,4,472,546,847,745,1391,3053,3677,3460,4136,4312,2275,1159,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.57972696942934,35.56143720542568,4,435,542,893,816,1421,3121,3738,3396,4115,4295,2235,1211,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.57939364485009,35.56142192820882,4,435,494,718,531,1070,2945,3722,3208,3995,4295,1886,993,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57906032040435,35.561406650053314,4,411,516,856,715,1131,3144,4065,3688,4230,4469,1930,937,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.57872699609213,35.56139137095916,4,411,358,585,380,1151,2993,3620,3680,4036,4469,2423,1340,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.57839367191346,35.5613760909264,4,466,330,593,359,1158,2915,3507,3086,3771,4670,2466,1431,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57806034786832,35.561360809955005,4,466,558,854,702,1535,2976,3542,3624,4003,4670,2764,1688,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.57772702395673,35.561345528044924,4,543,672,907,922,1606,3012,3541,3484,3937,4274,2822,1793,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.57739370017867,35.56133024519625,4,543,415,601,498,1238,2709,3239,2774,3449,4274,2657,1695,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.5770603765342,35.56131496140895,4,511,576,842,838,1350,2935,3575,3512,3895,4318,2696,1658,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.5767270530233,35.56129967668301,4,511,677,1014,900,1365,2694,3211,3636,3660,4318,2564,1521,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.57639372964599,35.5612843910184,4,466,407,586,510,1149,2521,2893,2674,3340,4412,2247,1238,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57606040640225,35.56126910441519,4,466,616,860,701,1254,2880,3523,3708,3954,4412,2348,1385,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.57572708329212,35.56125381687333,4,467,521,852,670,1152,2857,3592,3780,3874,4513,2248,1277,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.57539376031559,35.56123852839289,4,467,554,822,688,1219,3049,3705,3596,4198,4513,2359,1263,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.57506043747269,35.56122323897378,4,470,403,683,386,1152,3095,3816,3416,4298,4533,2220,1210,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.57472711476339,35.561207948616044,4,470,410,688,389,1082,2763,3488,3332,3706,4533,2033,1122,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57439379218772,35.56119265731969,4,475,351,576,371,963,2584,3355,2428,3598,4386,1898,1049,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.5740604697457,35.561177365084674,4,475,371,563,398,1083,2585,3398,2940,3836,4386,1952,984,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.57372714743731,35.56116207191106,4,551,432,700,520,1226,2888,3433,2802,3930,4292,2025,1103,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.57339382526258,35.56114677779881,4,551,549,877,768,1241,2987,3640,3220,3769,4292,2268,1311,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Developed/Open Space,-90.57306050322153,35.56113148274787,4,820,863,1358,1396,1969,2840,3133,3260,3560,3433,3521,2592,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57272718131414,35.56111618675834,5,820,964,1318,1522,1892,2494,2729,2658,2981,3433,3552,2789,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57239385954043,35.56110088983025,5,1029,1122,1482,1782,2220,2551,2730,2750,3040,2973,3990,3368,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57206053790038,35.561085591963455,5,1029,1102,1372,1686,2121,2339,2499,2568,2898,2973,3850,3283,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57172721639405,35.56107029315809,4,798,665,926,1010,1638,2491,2849,2546,3162,3688,3533,2443,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57139389502142,35.561054993414075,4,798,760,1088,1224,1732,2534,2825,2664,3222,3688,3570,2432,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.5710605737825,35.56103969273144,4,805,802,1042,1140,1617,2478,2771,2790,3127,3645,3389,2409,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.5707272526773,35.56102439111019,4,805,807,1154,1266,1639,2588,2832,2832,3240,3645,3465,2507,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57039393170582,35.561009088550264,4,829,825,1156,1250,1671,2682,2997,2932,3271,3797,3583,2552,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57006061086808,35.560993785051785,4,829,880,1250,1356,1786,2725,3038,2862,3310,3797,3634,2585,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56972729016408,35.560978480614665,4,849,983,1272,1438,1814,2680,3054,2864,3387,3792,3583,2694,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56939396959385,35.56096317523887,5,849,1028,1320,1594,1633,2498,2764,2532,3034,3792,3537,2775,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56906064915735,35.560947868924494,5,828,1132,1412,1692,1817,2594,2880,2702,3140,3724,3829,2914,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.56872732885464,35.5609325616715,4,828,662,997,1068,1600,2614,2952,2902,3321,3724,3556,2456,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.5683940086857,35.5609172534799,4,696,678,894,1046,1486,2477,2918,2814,3276,3577,3233,2075,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56806068865053,35.560901944349695,4,696,552,836,774,1407,2326,2657,3192,3200,3577,3244,2075,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56772736874917,35.5608866342808,4,647,546,816,792,1355,2299,2594,3444,2970,3513,3330,2115,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.5673940489816,35.56087132327332,5,647,507,790,820,1378,2134,2429,2900,2795,3513,3396,2085,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56706072934784,35.56085601132724,5,653,542,836,914,1447,2118,2465,2930,2829,3394,3339,2122,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.5667274098479,35.56084069844254,5,653,599,863,1014,1430,2093,2440,2821,2844,3394,3341,2146,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.5663940904818,35.56082538461919,5,641,604,877,977,1319,2123,2366,2820,2659,3363,3317,2147,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
